47430	832,73,2323
747431	2506,56,529,4146,1219,1207,32,1979,2717,876,4,398,73,3877,1185,1885,1065,2550,399,991,780,2010,58,2800,41
747432	15,167,73
747433	109,28,1116,858,111,346,1142,73,543
747434	1682,1248,175,2410,351,575,84,73,155,76,41,88,19
747435	4077,73,257
747436	42,2513,73,177
747437	88,46,73
747438	162,1322,731,1938,787,76,1240,2261,1535,171,1211,166,488,1736,381,2250,1794,73,1021,3019,1066,260,775,2414,840,471,1513,41,19
747439	127,45,215,136,14,1405,1813,1160,3280,30,73,38,98,257,88,19,377,176
747440	4,73
747441	1561,1981,610,179,365,2718,152,382,73,1897
747442	79,73,381
747443	158,95,832,73
747444	73,222
747445	1314,778,404,36,76,263,176,123,1141,73,625,224,216,1086,439,1000,67,138,947,2788,427,165
747446	73,774,2438
747447	73,1135,933
747448	73,2461
747449	37,73
747450	750,161,11,473,201,116,73
747451	2674,334,58,73,214
747452	73,1219
747453	139,494,622,346,630,168,400,7,181,63,209,22,263,153,94,54,135,166,100,687,144,483,933,23,1191,4,116,73,227,514,145,6,512,309,304,886,321,473,363,690,29,655,109,582,151,338,366,108,780,182,105,159,149,285,1520,232,58,195,48,148
747454	1096,45,179,1423,688,432,22,107,241,235,38,192,76,86,510,73,2142,493
747455	626,205,2431,240,2753,157,732,352,962,60,73,250,409,1377,86,775,747,3798,997,844,1527,1276,426,1088,471,351,2344,911,41
747456	73,490
747457	448,538,73
747458	350,134,488,73,982
747459	155,73
747460	73,65,205
747461	238,73
747462	889,368,934,2792,2664,329,73,505
747463	844,219,97,2393,179,133,1319,73,155,152,41,718,19
747464	112,73
747465	3481,73,2741
747466	1433,73,2049,1923
747467	484,352,145,2688,2386,381,985,73,27,951
747468	205,2260,266,952,373,84,73,1690,926,32,19
747469	820,211,6,22,73,113,4,148
747470	3490,795,145,73
747471	2213,2035,1399,153,739,885,166,385,2717,3658,2386,1354,584,73,170,2330,1117,1350,542
747472	751,1116,345,22,389,113,201,3848,73
747473	73,1218
747474	763,73,296
747475	202,1378,73
747476	73,3155
747477	1457,73
747478	90,73
747479	127,269,85,396,205,266,230,267,478,533,32,254,245,97,455,1445,122,375,179,1157,2790,81,457,84,46,344,3249,450,143,131,584,73,72,1217,14,188,299,1423,872,87,918,309,67,152,2560,257,775,438,485,3246,136,207,90,238,217,1319,547,102,41,1259,19,1537
747480	721,73
747481	207,392,1761,73
747482	73,357
747483	372,1378,73
747484	73,1841
747485	314,778,936,366,67,73,344,106
747486	73,69
747487	56,207,511,228,73,27,176
747488	45,157,15,67,73,27
747489	73,69
747490	263,73,1370
747491	73,58
747492	2082,101,320,330,794,439,417,22,916,367,270,113,343,4,73
747493	1080,291,2389,210,22,69,73,951
