,958,4352,1959
836115	621,384,470
836116	384,714,470
836117	1080,529,3355,350,470,238,291,345,935,418,651
836118	1657,211,445,320,330,1483,555,470,171,270,367,916,1772,75,343,958,0
836119	360,529,324,470,238
836120	381,2936,470
836121	360,384,470,501,909,1142
836122	3863,731,470,903,4095,774,1418,300,366,2622,574,1277,59,987,745,541
836123	2082,1905,101,3080,320,330,4,555,794,1483,402,470,343,173,958
836124	1574,470
836125	330,958,232,470
836126	101,320,330,1483,470,3073,367,343,4,958
836127	339,470
836128	750,384,350,470,238,385,849,669,381,651,929
836129	750,529,600,935,1453,714,350,470,291,385,381,1473,384,345,86,1238,849,795,651
836130	470,238,291,600,345,168,385,418,930,651,2267
836131	291,1142,470
836132	555,816,3550,270,916,459,313,1362,1611,320,470,175,2983,760,3364,2641,1538,635,958,2284,936,661,4432,2361,1117,1973,1387,794,399,2942,2221,847
836133	330,130,22,367,916,209,1163,1611,320,470,1400,166,760,116,958,1480,3403,101,10,343
836134	262,384,360,470,426,332,1200,201,86,381,1793,349
836135	78,470
836136	566,350,470,1453,669,1178,354,600,929
836137	381,350,929,470
836138	384,529,2499,239,1248,1824,470,345,175,670,385,418,714,86,929
836139	330,470
836140	597,750,651,384,1080,350,470,1308,1018,795,1238,105,2267
836141	750,470,108,79,418
836142	773,470,291,175,935,501,201,1142
836143	29,1083,1372,470,3501,3060,706,1519,1441
836144	384,324,470
836145	226,1685,2183,395,796,3285,470,523,23,930,469,638,120,886,674,328,551,2048,583,472,2059,1925,394,111,75,608,182,105
836146	1936,1939,330,495,367,916,320,470,206,1033,173,4,958,1480,402,2082,101,3765,147,2221,159,343
836147	384,694,330,470,6,270,59,75,4,116
836148	652,1080,226,887,470,882,948,1308,973
836149	2082,1939,320,330,470,555,546,346,1345,23,2552,745,4,704,190,2440,1236
836150	470,426,238,171,175,461,1066,27,678,2950,775,1492,19,1271,1553
836151	29,470,175,670,501
836152	345,529,935,470
836153	1062,2215,470,1483,1958,892,23,18,1709,201,2048,3576
836154	1793,470
836155	384,470,238,555,487,41,19
836156	384,470,345,1539,381
836157	470,794,1844,1048,372,354,415
836158	1080,324,470,681,291,935,10,714,201,1142,1473,105
836159	330,78,470
836160	384,470,232,75,105
836161	384,20,470
836162	773,75,461,470
836163	418,1238,470
836164	1080,384,360,470,345,935,418,381,909
836165	1824,470
836166	529,932,638,2834,470,461,3049,1453,4296,686,347,381
836167	529,531,935,1453,418,714,350,470,291,175,385,381,930,1473,621,384,849,201,600,929
836168	1593,381,470
836169	2080,470,1493,79,2957,113,356
836170	1107,470,1786,1475,488,853,1068
836171	1593,350,470,238,175,600,1238,1071
836172	750,350,470,345,291,418,745,930
836173	1593,350,219,470,238,345,600,935,1453,418,354,1238
836174	138,1269,1296,470
836175	29,162,193,470,1450,145,191,1827,4,116,106,924
836176	149,216,470
836177	621,384,517,1444,1483,470,291,332,501,0,493
836178	3618,470
836179	384,324,470
836180	211,320,330,24,470,326,2,439,402,367,916,760,958,173,182
836181	1107,144,470
836182	0,1274,470
836183	1936,3138,470
836184	470,2266,332,58,1354
836185	350,470,600,670,669,930,1238,929,1071
836186	384,470,120,366,270,59,1809,1297,1600
836187	384,324,185,470,936,10,26,1453,356
836188	775,384,470
836189	1080,529,350,2499,470,238,795,1473,381,263
836190	224,470,330,1361,4,0
836191	2183,4378,330,2296,120,320,470,2400,916,1772,173,958,2396,2284
836192	350,600,470
836193	470,104,488,3763,863
836194	356,546,470
836195	1483,988,470
836196	330,630,367,916,249,211,320,470,54,1772,186,760,173,4,958,1483,402,506,2082,101,3073,343
836197	2994,3015,350,216,136,470,368,481,488,1508,19
836198	330,356,470
836199	1532,638,470,882,1747,2109,558,7,488,487,356,1309
836200	291,175,470
836201	330,352,916,470
836202	384,470
836203	330,470
836204	1936,211,320,470,326,353,309,4,958,1309
836205	470,52,120,1156,669,3275,59,1567,34
836206	330,916,470
836207	360,633,445,1180,816,7,877,193,1611,470,652,1083,514,6,842,2126,2973,1162,10,113,0
836208	360,384,470
836209	268,470,1065,368,2024
836210	381,384,470
836211	750,529,2499,470,345,385,1018,795,418,651
836212	1905,226,638,320,330,1671,555,794,470,641,490,2361,343,836,173
836213	482,360,1103,959,150,220,346,1449,22,282,1034,2226,89,1665,470,54,206,1191,59,4,214,419,652,503,142,1444,3440,120,2594,1104,58,113,195,48,0
836214	4,368,470
836215	86,470
836216	750,384,470,238,291,670,714,651,929
836217	197,1278,1881,1018,418,1337,470,291,1525,175,2849,356,1618,1387,849,2306,41,201,105,493
836218	385,529,381,470
836219	1905,1939,320,330,1483,953,794,470,151,4432,372,916,958,173,1257,500,463
836220	384,470
836221	750,350,470,795,714,86
836222	243,314,319,470,476,366,351,558,487,489,201
836223	320,470
836224	324,470,330,320,916
836225	162,566,531,330,1018,130,313,32,320,470,866,381,384,892,1204,501,238,111,41,201,167,651
836226	1593,1080,384,651,350,360,529,470,238,175,332,849,714,795,930,1238
836227	909,360,470
836228	909,360,470
836229	385,470
836230	1483,330,470
836231	651,200,470
836232	384,470,892
836233	2082,277,470,20,52,120,1641,4112,459,23,59
836234	384,638,470,330,120,555,111,2713,59,75,1263,116,0
836235	621,345,1473,470
836236	296,470,330,320,342,916,685,958
836237	330,343,470
836238	50,170,142,153,470,111,10,209,32,0
836239	1939,470,330,320,367,916,958
836240	28,2610,1431,470,52,135,2629,100,1064,196,18,23,393,40,1413,277,6,353,58,182
836241	360,443,28,1540,1244,209,909,470,289,291,779,398,275,392,222,324,681,640,111,75,1624,105,0
836242	384,350,2499,470,366,741,1308,2267
836243	262,750,566,529,600,1453,418,714,350,219,470,291,385,381,930,1593,384,86,354,1238,238,849,795,651,929
836244	330,470
836245	270,311,470,1264,326,898,706,2707,1637,116,4,1382,605,2826,871,103,576,343,282
836246	745,20,470,553,772,418,669,313,2751
836247	20,470,238,74,670,944,86,2258
836248	404,20,470
836249	795,651,470
836250	384,350,219,2499,470,175,332,795,418,381,929
836251	238,795,470
836252	101,470,330,367,343
836253	1946,517,470,2334,555,935,853,842,1391,795,1150,2368,392,1238,997
836254	470,330,320,4,958,1361
836255	330,320,86,470
836256	291,529,470
836257	470,892
836258	418,350,470
836259	384,470,381,775,651
836260	32,1711,470
836261	356,470
836262	2396,470
836263	515,470,291,79,501
836264	651,470
836265	29,2201,470,1358,493
836266	1939,330,555,1180,367,500,1905,320,470,3651,1772,1020,958,277,20,2659,3475,1250,2361,2082,2044,815,794,2221,1636
836267	1080,626,1686,3923,1308,935,1215,678,263,413,470,2293,291,175,2157,381,1303,486,384,114,148,145,670,67,499,222,721,324,134,968,641,105,113,651,242
836268	600,470
836269	330,470
836270	1936,161,2366,330,937,777,555,300,1457,1661,311,140,211,1343,470,326,1383,59,958,20,120,2659,2082,3116,147,3732,1104,3387,343
836271	1062,1218,470
836272	330,384,470
836273	470,330,1483,320,4,1361
836274	101,320,330,1483,470,52,2221,916,2462,113,75,4
836275	79,470
836276	226,470
836277	96,3010,330,555,367,916,34,274,3378,320,289,470,326,1772,4,958,753,2326,402,1467,2472,118,2082,3778,815,3073,794,111,1104,343,0
836278	1824,571,1071,323,350,470,2266,175,826,1901,381,930,384,670,354,324,10,75,41,745,427
836279	470,345,1018,418,381,105
836280	360,384,566,529,219,1238,470,681,345,795,714,201,1473,86,381,600
836281	470,238,2600,1208,1204,181,853,650,1985,1117,116
836282	1080,566,935,714,909,350,470,291,175,381,1593,384,345,354,1238,681,105,201,651,929
836283	459,168,470
836284	330,320,470
836285	101,470,91,40,159,30,265,916,258,261,110,34,118
836286	3746,173,402,470
836287	350,470,385,795,714
836288	529,350,470,600,418,354,1238
836289	330,3073,2621,470
836290	3116,101,1657,211,470,326,439,343,173
836291	418,470
836292	314,348,470,1025,78,471,1668
836293	1789,101,320,330,470,636,2525,523,367,916,343,173,958,583
