1071,1109
1960385	1593,350,1071
1960386	381,291,651,1071
1960387	350,238,381,418,41,313,930,651,500,1071
1960388	371,190,1071
1960389	1238,1071
1960390	1593,1071
1960391	647,1175,847,381,930,1071
1960392	930,350,1238,1071
1960393	767,1071
1960394	201,238,1071,543
1960395	2271,1442,284,2520,1574,1385,1649,1071
1960396	105,500,1071
1960397	849,929,1071,324
1960398	2376,1071
1960399	591,172,1071
1960400	175,935,209,41,1071
1960401	3784,508,59,908,1071
1960402	1361,1071
1960403	1593,849,1453,795,381,600,929,1071
1960404	745,381,209,313,1071
1960405	3855,1071
1960406	238,1071
1960407	350,1071
1960408	175,1071
1960409	350,929,1071,354
1960410	209,1071
1960411	385,418,1593,1071
1960412	1512,1761,1124,3022,0,1071
1960413	130,929,935,1071
1960414	651,1071
1960415	954,1071
1960416	1621,472,1071
1960417	324,1071
1960418	529,600,1071
1960419	2295,558,1071
1960420	1881,600,929,1071
1960421	350,1071
1960422	350,1071
1960423	1426,1071
1960424	341,101,3111,1071
1960425	529,350,929,1071
1960426	1881,175,1071
1960427	350,238,175,41,381,1071
1960428	954,1071
1960429	1080,6,111,79,2562,0,1071
1960430	1948,1071
1960431	651,1071
1960432	1729,1071,805
1960433	1071,168
1960434	350,3103,392,651,1071
1960435	238,1453,600,1071
1960436	385,670,1071
1960437	2409,304,759,1071
1960438	385,1071
1960439	1593,350,209,1071
1960440	385,795,209,1473,1071
1960441	209,1071
1960442	1232,160,7,1013,2009,1071,843,1033,1903,486,227,31,9,158,1688,1605,159,2219,182
1960443	2555,1071
1960444	638,1071
1960445	360,670,608,600,242,1071
1960446	1593,1071
1960447	597,323,238,175,1200,209,930,600,0,1071
1960448	1310,79,1071
1960449	364,517,366,1071,1437
1960450	1278,1071,168
1960451	2550,1071
1960452	647,517,2334,935,593,741,209,354,1473,929,0,1071
1960453	175,651,1071
1960454	175,1071
1960455	1881,1071
1960456	391,11,1071,1094
1960457	529,600,418,669,354,651,929,1071
1960458	142,1071
1960459	1071,354
1960460	1278,443,1970,767,1071
1960461	1593,741,313,930,3700,1071
1960462	323,651,1071,354
1960463	529,350,1071
1960464	1593,529,151,1303,1574,1238,1071
1960465	381,1071
1960466	647,935,354,651,1071
1960467	350,426,385,356,1071
1960468	350,1150,418,354,381,929,1071
1960469	745,930,1071,168
1960470	356,1071
1960471	1881,289,111,354,997,1071,2267
1960472	1473,1071
1960473	209,1071,1150
1960474	647,350,324,381,1071
1960475	1476,543,1764,1071
1960476	2627,626,239,1881,1824,1426,911,1178,209,651,1361,1071
1960477	597,41,1473,0,1071
1960478	1887,799,1071
1960479	350,175,1330,313,392,1238,1071
1960480	313,930,1071
1960481	779,1071
1960482	1593,1071
1960483	1476,1088,826,1071
1960484	313,651,1071
1960485	350,324,1071,795,201,1437
1960486	529,238,795,714,354,381,929,1071,2267
1960487	529,350,1453,418,381,600,929,1071
1960488	795,1071
1960489	2506,1439,1071
1960490	1593,1881,175,418,1071
1960491	1579,291,175,130,1071
1960492	3246,1071
1960493	238,1071,1538
1960494	1662,1071
1960495	350,1071
1960496	238,1200,669,381,1441,1071
1960497	350,929,1071
1960498	641,1071
1960499	237,1136,517,291,175,108,111,630,722,418,19,1071
1960500	418,350,929,1071
1960501	243,1774,1165,381,242,1071
1960502	1398,2598,1071,1204,2344,386
1960503	647,529,1473,1071
1960504	270,487,75,472,1071
1960505	175,1238,1071
1960506	1593,669,651,929,1071
1960507	324,1071
1960508	356,345,222,1071
1960509	381,418,1071
1960510	849,350,1071
1960511	313,1761,0,1071
1960512	567,1761,524,350,396,426,175,795,209,201,41,381,392,600,0,1071
1960513	517,209,354,105,1071
1960514	2241,114,426,291,2276,113,1076,354,1071
1960515	209,1071
1960516	324,1361,1071,354
1960517	324,1071
1960518	350,1071
1960519	238,350,651,1071
1960520	1512,6,1071
1960521	903,1071
1960522	385,1071
1960523	350,366,935,385,1453,381,1071
1960524	381,201,313,651,3700,1071
1960525	306,144,106,1071
1960526	474,1201,1071
1960527	1071,3094
1960528	1881,418,1071
1960529	1593,350,354,1238,1071
1960530	238,350,1071
1960531	385,1071
1960532	1278,529,350,600,168,354,930,1238,929,1071
1960533	1112,1071
1960534	849,324,1071
1960535	615,324,0,1071
1960536	1593,1071
1960537	297,181,1712,1071
1960538	210,1052,2560,1071
1960539	456,1071,444
1960540	130,1071
1960541	79,3222,670,1071
1960542	1071,789
1960543	608,1165,1071
1960544	1593,324,385,86,381,105,1071
1960545	647,1881,3103,849,1071
1960546	7,4545
1960547	3847,4545
1960548	4545,739,568,1401,2337,469
1960549	1459,3847,4545
1960550	1459,4545
1960551	503,139,4545,2,628,214
1960552	4545,1952
1960553	4545,187
1960554	1817,4545,2126
1960555	4545,1820
1960556	4545,571,25,1286,1793
1960557	524,362,426,111,4668,1260,704
1960558	2919,4668,1714
1960559	4668,2183,2148
1960560	1995,4668,182,141
1960561	1801,453
1960562	2311,203,295,453,103,36,4
1960563	9,453,100,23,156,500
1960564	9,453,739,151,74,180,23
1960565	234,439,453
1960566	1460,453
1960567	336,31,453,2805,159,80,195
1960568	72,453,1096,1012,182
1960569	453,494,1619
1960570	34,453
1960571	314,1378,517,453,210,664,473,392
1960572	1203,453
1960573	665,31,453,3004,284,191,771,159,166,1033,730,853,1688,898,201,1416
1960574	1012,453
1960575	823,1232,172,453,1179,1649,1152
1960576	745,453
1960577	159,453
1960578	453,1146,694
1960579	469,59,453
1960580	162,453
1960581	569,453
1960582	2756,453,694,622,1426,182,15,155,18,112,0,48
1960583	527,288,453
1960584	80,453
1960585	282,6,453
1960586	1238,18,453
1960587	1022,453
1960588	453,92
1960589	957,31,453,1012
1960590	476,453
1960591	1083,1103,243,453,202,603,794,1292,306,141,182,639,1337,33,112
1960592	1033,453
1960593	517,453,41
1960594	504,453
1960595	199,1104,1540,453
1960596	476,453
1960597	9,453,2400,522,23
1960598	1606,453
1960599	1427,453
1960600	453,3805,4525,2698,789
1960601	1012,453
1960602	268,453,114,2609,2450,1810,1599
1960603	453,111
1960604	96,9,453,137,345,546,2147,36,75,8,898
1960605	380,453
1960606	453,68,1237,4,34,48
1960607	453,174,212,560,159,43,36,33,110
1960608	1012,453
1960609	453,258,492
1960610	943,453,1824,371,1965
1960611	9,453,52,151,659,180,1633,3224,63,1393,34,0
1960612	969,453,354
1960613	2181,453,293
1960614	992,453
1960615	235,3338,806,453
1960616	154,2337,453
1960617	1801,453
1960618	202,258,453,255
1960619	875,453
1960620	96,243,453,132,2
1960621	697,453,1115
1960622	453,111
1960623	1476,453
1960624	166,453
1960625	447,453
1960626	210,639,78,453
1960627	458,453
1960628	31,185,453,338,1138,11,18,0
1960629	494,453
1960630	2276,2519,453
1960631	1012,453
1960632	1310,453,305,1801,1707,341,110,318
1960633	52,453
1960634	222,453
1960635	227,18,36,453
1960636	147,453
1960637	1012,453
1960638	101,160,453,158,251
1960639	420,9,453
1960640	74,36,453
1960641	383,453,206,1038,300,166,1833,385,1052,0
1960642	453,168,522,33,137,500
1960643	453,89
1960644	9,453,560,276,11
1960645	567,453
1960646	2557,695,453
1960647	96,26,453
1960648	201,453
1960649	1012,453
1960650	2186,659,453
1960651	515,453,25,417,22,63,18,1191,8,591
1960652	132,453
1960653	1179,453
1960654	305,453
1960655	1801,453
1960656	524,453
1960657	3003,28,453,3585
1960658	170,162,161,453,752,153,6,2034,2354
1960659	1460,1801,453
1960660	110,453
1960661	508,453,1082
1960662	1012,453
1960663	1125,453
1960664	453,782,3049,459,1082
1960665	132,1100,453
1960666	1012,453
1960667	1555,11,453
1960668	453,1331
1960669	453,550
1960670	2415,1451,396,1476,2892,2731,585,453,1644,832,765,760,900,9,6,2190,945,1320,1052,1027
1960671	1023,453
1960672	453,1430
1960673	18,453,2184
